Site,Participant_ID,RowNumber,session_id,age,backcount1,backcount10,backcount2,backcount3,backcount4,backcount5,backcount6,backcount7,backcount8,backcount9,big5_01,big5_02,big5_03,big5_04,big5_05,big5_06,big5_07,big5_08,big5_09,big5_10,elm_01,elm_02,elm_03,elm_04,elm_05,ethnicity,gender,intrinsic_01,intrinsic_02,intrinsic_03,intrinsic_04,intrinsic_05,intrinsic_06,intrinsic_07,intrinsic_08,intrinsic_09,intrinsic_10,intrinsic_11,intrinsic_12,intrinsic_13,intrinsic_14,intrinsic_15,kposition,kratio,lposition,lratio,major,mcdv1,mcdv2,mcfiller1,mcfiller2,mcfiller3,mood_01,mood_02,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nposition,nratio,pate_01,pate_02,pate_03,pate_04,pate_05,rposition,rratio,sarcasm,selfesteem_01,stress_01,stress_02,stress_03,stress_04,tempest1,tempest2,tempest3,tempfollowup1,tempfollowup2,tempfollowup3,vposition,vratio,year,Station,Date.x,Experimenter,Temperatureinlab,OrderofTasks,ClipboardWeight,IIResponse,SRCondition,SRMeetingResponse,SRConfidenceResponse,StartDate.x,EndDate,NumberofDays,Pool2a,Pool2b,Pool2c,Pool2d,Pool3,Pool4,Pool5a,Pool6,Pool7b,Pool7c,Pool7d,Pool8,Pool9,Pool10,Pool11,Pool12,Pool13,Pool14,Pool15,Pool16a,Pool16b,Pool17,Pool18,Pool19a,Pool19b,ClipBoardMaterial,Persistence,anagrams_order,attention_order,availinstruct_order,availk_order,availl_order,availn_order,availr_order,availv_order,bigfive_order,debrief_order,demographics_order,elmques_order,filler1_order,filler2_order,galinskyvignette_order,inlab_order,intrinsic_order,mcfiller_order,moninvignette_order,mood_order,nfc_order,participantid_order,participation_order,selfesteem_order,startpage_order,stress_order,stroop_order,stroopinstructions_order,stroopinstructionstest_order,stroopprac_order,tempestimate_order,tempfollowup_order,welcome_order,DateComputer,TimeComputer,MonthComputer,DayComputer,YearComputer,DaysSinceMonthComputer,DaysSinceAugComputer,DaysSinceMonthLab,DaysSinceAugLab,DaysSinceMonthStart,DaysSinceAugStart,DaysInComp,DaysInLab,AttentionCheck,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Intrinsic,Mood,NFC,ReportedAttention,ReportedEffort,SelfEsteem,Stress,PowerCond,CredCond,Genderfactor,SubDistCond,K1st,L1st,N1st,R1st,V1st,AvailFirst,AvailSign,TempCond4,TempCond,TargetGender,ArgumentQuality,NFCcenter,ELMCond,CBReject
AshlandUniversity,35,344,7413320,18,357,327,354,351,348,345,342,339,336,330,4,3,6,6,5,6,6,2,3,3,7,7,8,7,9,6,1,2,2,2,4,3,4,3,4,2,4,3,2,3,3,4,2,5,1,30,Athletic Training,1,1,2,1,1,3,2,3,2,3,3,4,3,1,20,4,4,1,1,2,2,15,3,5,3,4,4,3,75,6,2,6,7,6,1,5,1,1,9/11/2014,ERS,72,SR-II,10,5,C,Monday,5,8/25/2014,11/25/2014,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,Plastic,57.99999156,21,34,10,12,15,11,14,13,28,36,35,23,17,18,19,5,27,25,26,33,32,37,31,29,0,30,9,6,8,7,4,3,1,9/11/2014,14:52,9,11,14,31,42,31,42,0,25,0.184782609,0.184782609,Fail,5,6,3,5.5,5.5,2.733333333,5.5,3.333333333,4,4,5,2.5,HighPower,Credentials,Female,BestGrade,0,1,1,0,1,3,+,CommunalMale,Communal,MaleTarget,7.6,0.150793651,1,0
AshlandUniversity,36,368,7415180,18,357,330,354,351,348,345,342,339,336,333,5,5,6,5,3,3,5,2,4,2,5,6,6,7,6,6,1,2,2,2,2,2,3,3,3,2,4,3,2,3,3,4,1,4,2,7,Nursing,0,2,2,0,1,3,2,3,4,3,2,3,4,2,8,4,4,1,1,1,2,7,5,6,4,3,3,4,70 degrees,5,3,7,7,6,2,8,1,1,9/12/2014,ANK,69,SR-II,20,6,C,Monday,5,8/25/2014,11/25/2014,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,Plastic,141.0000047,10,31,16,17,18,19,20,21,28,36,35,3,12,13,14,26,34,5,6,29,30,37,27,33,0,32,25,22,24,23,9,8,1,9/12/2014,12:22,9,12,14,31,43,31,43,0,25,0.195652174,0.195652174,Pass,4.5,6,5,4,4.5,2.533333333,5.5,2.5,4,4,6,3.5,HighPower,Credentials,Female,WorstGrade,1,0,0,0,0,1,-,CommunalFemale,Communal,FemaleTarget,6,-0.682539683,1,0
AshlandUniversity,37,373,7415265,18,357,330,354,351,348,345,342,339,336,333,2,4,6,7,5,5,6,5,2,1,9,6,7,7,9,6,1,4,4,4,4,4,2,2,3,2,4,3,4,4,3,4,,4,,5,Integrated Mathematics Education,2,3,1,0,1,2,2,1,1,4,5,1,2,,5,5,4,1,1,3,,15,6,3,4,3,2,4,68,6,4,7,7,4,,2,1,1,9/12/2014,ANK,69,II-SR,10,7,A,Friday,5,8/25/2014,11/25/2014,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,Plastic,66.00000097,26,30,16,20,21,17,18,19,28,36,35,7,3,4,5,8,33,13,14,32,27,37,34,29,0,31,25,22,24,23,11,10,1,9/12/2014,13:07,9,12,14,31,43,31,43,0,25,0.195652174,0.195652174,Fail,6,4.5,2.5,5,6.5,3.533333333,6,3,5,4,3,3.75,LowPower,Credentials,Female,BestGrade,,,,,,,,AgenticFemale,Agentic,FemaleTarget,7.6,-0.182539683,-1,0
AshlandUniversity,38,376,7415371,18,357,330,354,351,348,345,342,339,336,333,5,4,6,6,3,7,7,1,3,1,9,8,9,8,9,6,1,1,1,1,3,2,4,4,4,2,4,3,2,3,2,4,2,30,2,25,nursing,0,1,1,0,1,3,4,2,4,5,1,3,4,1,7,5,5,1,1,3,2,20,5,1,3,4,2,5,69,6,2,7,6,5,2,30,1,1,9/12/2014,ANK,69,II-SR,20,7,A,Friday,5,8/25/2014,11/25/2014,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,Plastic,133.999998,21,32,15,18,19,17,16,20,27,36,35,3,9,10,11,22,34,24,25,28,29,37,31,30,0,33,7,4,6,5,14,13,1,9/12/2014,13:44,9,12,14,31,43,31,43,0,25,0.195652174,0.195652174,Pass,5,6.5,3,5.5,5.5,2.266666667,4.5,1.833333333,5,5,1,3.5,LowPower,Credentials,Female,BestGrade,0,0,1,0,0,1,-,AgenticFemale,Agentic,FemaleTarget,8.6,-1.349206349,-1,0
AshlandUniversity,39,398,7420043,,357,330,354,351,348,345,342,339,336,333,4,5,5,3,6,5,6,4,3,5,6,7,3,7,7,6,19,3,3,2,4,4,3,3,3,2,3,3,3,3,3,4,1,2,2,2,Business Management,0,3,1,0,2,3,3,3,4,2,3,4,2,1,1,2,5,1,1,1,2,1,4,5,2,4,4,3,70,3,3,6,6,1,1,3,2,1,9/15/2014,ANK,69,SR-II,10,7,B,Friday,5,8/25/2014,11/25/2014,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,Plastic,156.9999971,6,30,7,10,11,8,9,12,27,36,35,14,21,22,23,18,31,16,17,29,34,37,28,33,0,32,5,2,4,3,26,25,1,9/15/2014,12:19,9,15,14,31,46,31,46,0,25,0.22826087,0.22826087,Pass,4.5,4.5,3.5,4.5,4,2.933333333,5,3.333333333,2,5,5,2.25,HighPower,NoCredentials,,BestGrade,1,0,1,0,1,3,+,CommunalMale,Communal,MaleTarget,6,0.150793651,-1,0
AshlandUniversity,40,402,7420112,18,357,330,354,351,348,345,342,339,336,333,6,5,6,5,7,3,6,5,6,2,7,7,8,8,9,6,1,3,2,1,3,3,4,4,4,2,4,4,3,3,3,4,2,7,1,3,Education- Middle Grades,1,2,1,0,1,3,2,2,3,2,1,4,4,1,4,4,4,1,1,2,1,4,5,5,3,3,4,4,75,6,4,7,6,6,1,2,1,1,9/15/2014,ANK,69,SR-II,20,7,B,Friday,4,8/25/2014,11/25/2014,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,Plastic,240.000002,9,33,19,20,24,22,21,23,28,36,35,26,16,17,18,10,30,12,13,27,29,37,31,34,0,32,8,5,7,6,4,3,1,9/15/2014,13:13,9,15,14,31,46,31,46,0,25,0.22826087,0.22826087,Pass,6.5,4.5,5.5,4.5,3.5,2.733333333,5.5,2.666666667,4,4,5,3,HighPower,Credentials,Female,WorstGrade,0,1,1,1,1,4,+,AgenticMale,Agentic,MaleTarget,7.8,-0.515873016,1,0
AshlandUniversity,41,409,7420211,18,357,330,354,351,348,345,342,339,336,333,4,5,6,5,5,5,6,1,2,4,6,5,5,5,6,6,2,2,2,3,2,2,3,3,2,3,4,3,3,4,4,4,1,6,2,3,sports management,3,-2,1,1,2,7,7,2,2,4,4,2,2,2,20,4,4,1,1,2,2,30,5,5,4,2,1,4,70,5,3,6,6,4,1,3,2,1,9/15/2014,ANK,69,II-SR,10,7,C,Monday,5,8/25/2014,11/25/2014,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,Plastic,90.99999676,18,33,8,12,9,11,13,10,31,36,35,7,15,16,17,23,29,20,21,30,27,37,34,28,0,32,5,2,4,3,26,25,1,9/15/2014,13:43,9,15,14,31,46,31,46,0,25,0.22826087,0.22826087,Pass,4.5,6.5,3.5,4.5,5.5,2.8,1,3,4,4,5,4.25,LowPower,Credentials,Male,BestGrade,1,0,0,0,1,2,-,AgenticMale,Agentic,MaleTarget,5.4,-0.182539683,-1,0
AshlandUniversity,42,438,7422970,18,357,330,354,351,348,345,342,339,336,333,6,5,7,6,7,5,7,4,3,3,6,4,3,4,5,6,1,3,2,3,4,4,3,2,3,2,3,4,1,4,4,4,1,10,2,20,Psychology and Religion,-1,1,2,0,2,3,5,4,2,3,4,4,5,2,35,4,4,1,1,1,2,30,5,3,4,3,4,2,69-70 degrees,5,3,7,7,4,2,13,1,1,9/16/2014,ERS,69,II-SR,20,7,C,Friday,5,8/25/2014,11/25/2014,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,Plastic,240.000002,22,31,9,14,12,11,10,13,28,36,35,16,3,4,5,17,27,7,8,30,33,37,32,34,0,29,26,23,25,24,21,20,1,9/16/2014,13:46,9,16,14,31,47,31,47,0,25,0.239130435,0.239130435,Pass,6,5.5,4.5,5,5.5,3.066666667,4,3.333333333,4,4,3,2.75,HighPower,NoCredentials,Female,WorstGrade,1,0,0,0,0,1,-,CommunalFemale,Communal,FemaleTarget,4.4,0.150793651,1,0
AshlandUniversity,43,442,7423114,20,357,330,354,351,348,345,342,339,336,333,5,5,6,5,5,3,5,5,5,5,4,4,1,3,3,biracial,1,2,2,2,3,3,3,2,3,2,4,3,3,3,2,3,1,3,2,15,exercise science,0,3,2,2,3,4,5,3,4,2,4,2,3,2,14,3,3,1,1,3,1,2,1,6,3,4,2,4,70,4,2,4,5,4,1,3,3,1,9/16/2014,ERS,70,SR-II,10,4,A,Monday,5,8/25/2014,11/25/2014,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,Plastic,24.00000184,20,29,9,14,13,12,11,10,30,36,35,22,17,18,19,26,28,24,25,33,34,37,32,27,0,31,8,5,7,6,4,3,1,9/16/2014,14:09,9,16,14,31,47,31,47,0,25,0.239130435,0.239130435,Pass,4,4.5,5,4,4,2.666666667,3.5,3,3,3,6,3.25,HighPower,NoCredentials,Female,WorstGrade,1,0,0,1,1,3,+,AgenticFemale,Agentic,FemaleTarget,3,-0.182539683,-1,0
AshlandUniversity,44,459,7423644,18,357,331,354,351,348,345,343,340,337,334,6,4,5,4,7,3,6,1,6,2,4,5,5,5,6,2,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,5,1,4,nursing,0,2,2,1,1,4,4,3,4,4,4,4,3,2,7,3,4,1,1,2,2,8,2,3,3,4,3,4,73,5,2,5,6,5,,9,1,1,9/16/2014,ANK,70,SR-II,20,5,A,Friday,5,8/25/2014,11/25/2014,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,Plastic,240.0000014,21,33,9,13,10,11,12,14,32,36,35,23,18,19,20,15,34,25,26,28,31,37,30,29,0,27,8,5,7,6,4,3,1,9/16/2014,17:00,9,16,14,31,47,31,47,0,25,0.239130435,0.239130435,Fail,6.5,6,5.5,5,3,2.666666667,4,3,3,4,3,3,HighPower,Credentials,Female,BestGrade,1,1,0,0,,,,CommunalMale,Communal,MaleTarget,5,-0.182539683,1,0
AshlandUniversity,45,462,7423839,18,357,330,354,351,348,345,342,339,336,333,2,5,6,4,7,2,5,2,6,2,7,3,1,5,6,6,1,2,1,1,2,3,3,3,2,3,3,3,2,3,3,3,,15,1,8,Psychology,0,3,2,0,1,4,6,1,2,5,1,4,4,1,15,3,4,1,1,2,,20,5,1,3,3,4,2,60,4,2,7,5,1,2,30,1,1,9/16/2014,ANK,70,II-SR,10,7,B,Friday,5,8/25/2014,11/25/2014,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,Plastic,182.999995,2,34,21,24,23,25,26,22,27,36,35,20,16,17,18,14,33,7,8,30,29,37,28,32,0,31,13,10,12,11,5,4,1,9/16/2014,17:33,9,16,14,31,47,31,47,0,25,0.239130435,0.239130435,Pass,6.5,6,4,4,3,2.333333333,3,2.166666667,3,4,1,2.5,HighPower,NoCredentials,Female,BestGrade,,1,1,,0,,,CommunalFemale,Communal,FemaleTarget,4.4,-1.015873016,1,0
AshlandUniversity,46,464,7423937,19,357,330,354,351,348,345,342,339,336,333,7,2,6,5,6,2,6,1,4,2,6,5,4,4,6,6,1,3,3,2,3,2,2,1,3,3,3,3,3,3,3,4,2,5,1,6,Exercise Science,0,2,1,0,1,4,4,3,2,2,3,4,2,2,8,4,4,1,1,1,1,5,3,6,3,3,3,3,73,5,2,6,6,2,2,4,2,1,9/16/2014,ANK,70,II-SR,20,6,B,Monday,5,8/25/2014,11/25/2014,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,Plastic,79.00000401,21,34,12,13,17,15,14,16,30,36,35,8,24,25,26,2,28,19,20,27,32,37,31,29,0,33,6,3,5,4,11,10,1,9/16/2014,18:13,9,16,14,31,47,31,47,0,25,0.239130435,0.239130435,Pass,6,6.5,6.5,6,4.5,3,4,3.666666667,4,4,6,3,HighPower,Credentials,Female,BestGrade,0,1,0,1,0,2,-,CommunalMale,Communal,MaleTarget,5,0.484126984,-1,0
AshlandUniversity,47,466,7424023,18,357,330,354,351,348,345,342,339,336,333,6,7,6,6,7,5,6,1,6,1,8,7,7,6,7,6,1,2,2,2,4,3,3,3,3,2,4,4,3,3,1,4,1,20,1,5,Dietetics,0,2,1,0,1,3,4,3,2,2,3,3,2,1,20,5,5,1,1,2,2,20,6,5,2,4,3,3,68F,6,4,7,7,6,1,20,1,1,9/16/2014,ANK,70,SR-II,10,7,C,Monday,5,8/25/2014,11/25/2014,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,Plastic,188.0000069,19,28,2,6,7,4,3,5,27,36,35,14,24,25,26,12,29,16,17,30,34,37,33,32,0,31,11,8,10,9,22,21,1,9/16/2014,18:55,9,16,14,31,47,31,47,0,25,0.239130435,0.239130435,Fail,7,6.5,4.5,3.5,4,2.733333333,4.5,3.5,5,5,5,2.5,HighPower,NoCredentials,Female,WorstGrade,1,1,1,0,1,4,+,CommunalMale,Communal,MaleTarget,7,0.317460317,-1,0
AshlandUniversity,48,522,7428326,18,357,328,354,351,348,345,341,338,335,331,6,2,6,2,5,5,6,1,6,3,9,7,9,8,8,6,1,2,1,1,3,2,3,3,3,1,4,3,1,4,1,4,2,30,1,4,Exercise Science,0,3,1,0,1,1,1,2,2,2,4,2,2,2,20,5,5,1,1,3,1,2,5,5,1,4,4,2,65,5,3,7,7,4,2,20,1,1,9/18/2014,ERS,67,SR-II,20,7,C,Friday,5,8/25/2014,11/25/2014,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,Plastic,187.0000041,10,32,4,6,7,9,8,5,31,36,35,19,12,13,14,2,33,16,17,29,34,37,30,28,0,27,26,23,25,24,22,21,1,9/18/2014,13:33,9,18,14,31,49,31,49,0,25,0.260869565,0.260869565,Pass,5,6.5,4.5,6,2,2.266666667,7,3.333333333,5,5,5,1.75,HighPower,NoCredentials,Female,BestGrade,0,1,0,1,0,2,-,AgenticMale,Agentic,MaleTarget,8.2,0.150793651,1,0
AshlandUniversity,49,524,7428391,18,357,330,354,351,348,345,342,339,336,333,6,5,7,3,6,1,7,2,5,4,7,5,6,4,4,6,2,3,3,2,4,4,4,4,4,4,2,4,2,4,1,4,1,3,1,6,Undecided,1,2,1,0,3,4,4,4,3,4,3,3,4,1,6,5,4,1,1,2,2,13,4,5,3,4,3,4,63,5,4,7,6,5,1,5,1,1,9/18/2014,ERS,67,II-SR,10,7,A,Monday,4,8/25/2014,11/25/2014,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,Plastic,211.9999999,22,33,3,4,5,7,8,6,32,36,35,14,10,11,12,2,27,24,25,31,29,37,28,30,0,34,21,18,20,19,17,16,1,9/18/2014,14:16,9,18,14,31,49,31,49,0,25,0.260869565,0.260869565,Pass,5,6.5,6.5,5,3,2.866666667,4,2.833333333,5,4,5,3,LowPower,Credentials,Male,BestGrade,1,1,1,0,1,4,+,CommunalMale,Communal,MaleTarget,5.2,-0.349206349,1,0
AshlandUniversity,50,532,7428509,20,357,330,354,351,348,345,342,339,336,333,3,4,6,2,5,6,7,2,5,1,6,6,3,5,6,6,1,2,2,1,3,3,2,4,3,4,4,2,2,3,2,4,1,7,2,13,"Environmental Science, Geology",0,2,2,0,1,2,3,3,2,2,3,5,4,2,16,3,4,1,1,2,2,11,5,5,5,3,3,3,67,6,3,7,6,7,1,2,4,1,9/18/2014,ERS,67,II-SR,20,6,A,Friday,5,8/25/2014,11/25/2014,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,Plastic,147.000001,23,34,13,14,16,18,17,15,28,36,35,12,3,4,5,6,33,21,22,32,30,37,31,29,0,27,10,7,9,8,26,25,1,9/18/2014,14:59,9,18,14,31,49,31,49,0,25,0.260869565,0.260869565,Fail,6,6,2.5,5.5,2.5,2.6,5.5,3.5,3,4,5,3.5,LowPower,NoCredentials,Female,WorstGrade,1,0,0,0,1,2,-,CommunalFemale,Communal,FemaleTarget,5.2,0.317460317,1,0
AshlandUniversity,51,594,7437628,18,357,330,354,351,348,345,342,339,336,333,3,1,6,1,6,6,6,2,6,3,4,5,7,7,5,6,1,3,2,2,4,3,3,2,4,3,4,3,3,4,2,4,1,3,1,5,nursing,0,3,1,0,1,2,2,2,2,2,3,4,2,2,20,4,3,1,1,2,2,15,5,7,4,4,4,2,70 degrees F,4,2,4,4,4,1,3,1,1,9/23/2014,ERS,67,SR-II,10,6,B,Friday,5,8/25/2014,11/25/2014,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,Plastic,103.9999992,2,34,21,24,23,22,25,26,27,36,35,4,6,7,8,20,31,18,19,33,32,37,29,28,0,30,15,12,14,13,11,10,1,9/23/2014,13:36,9,23,14,31,54,31,54,0,25,0.315217391,0.315217391,Fail,5.5,6,2.5,6.5,1.5,3.066666667,6,3.5,4,3,7,2.5,HighPower,NoCredentials,Female,BestGrade,1,1,0,0,1,3,+,AgenticMale,Agentic,MaleTarget,5.6,0.317460317,-1,0
AshlandUniversity,52,600,7437746,18,357,330,354,351,348,345,342,339,336,333,7,6,6,1,6,1,7,1,7,1,7,9,8,8,9,6,2,4,4,3,4,4,2,2,4,4,4,4,4,2,4,4,1,3,1,3,Psychology,1,1,2,2,2,2,2,5,1,4,4,5,2,1,3,5,4,1,1,3,2,3,6,7,3,5,5,2,72,6,4,7,7,4,2,3,1,1,9/23/2014,ERS,67,SR-II,20,7,B,Monday,5,8/25/2014,11/25/2014,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,Plastic,145.9999983,18,34,2,7,4,3,6,5,29,36,35,11,24,25,26,9,28,13,14,30,27,37,32,33,0,31,22,19,21,20,17,16,1,9/23/2014,14:13,9,23,14,31,54,31,54,0,25,0.315217391,0.315217391,Fail,6.5,6.5,7,4.5,1,3.666666667,6,4.166666667,5,4,7,1.75,LowPower,Credentials,Male,BestGrade,1,1,1,0,0,3,+,CommunalMale,Communal,MaleTarget,8.2,0.984126984,-1,0
AshlandUniversity,53,606,7437914,18,357,330,354,351,348,345,342,339,336,333,6,6,5,3,6,4,5,3,6,2,8,8,9,7,7,6,1,3,2,1,3,3,3,2,4,4,3,3,3,4,2,4,1,10,1,7,Nursing,0,3,1,2,2,2,2,4,2,3,4,5,1,2,5,3,3,1,1,1,1,7,6,6,4,4,3,5,70,6,2,7,7,6,1,10,1,1,9/23/2014,ERS,67,II-SR,10,7,C,Friday,5,8/25/2014,11/25/2014,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,Plastic,157.0000059,12,32,2,6,7,4,5,3,31,36,35,25,21,22,23,19,28,17,18,29,27,37,34,30,0,33,11,8,10,9,15,14,1,9/23/2014,14:48,9,23,14,31,54,31,54,0,25,0.315217391,0.315217391,Fail,6,5,5,3.5,2.5,2.933333333,6,4.166666667,3,3,6,3.5,HighPower,NoCredentials,Female,BestGrade,1,1,0,1,1,4,+,CommunalFemale,Communal,FemaleTarget,7.8,0.984126984,1,0
AshlandUniversity,54,995,7476385,18,357,330,354,351,348,345,342,339,336,333,5,6,7,3,5,6,6,1,4,1,3,1,2,2,3,6,1,3,2,2,4,2,1,2,4,4,4,4,2,2,2,4,2,7,2,2,Social Work,1,3,1,1,1,3,3,3,2,2,4,4,2,1,10,4,4,1,1,4,1,10,4,3,4,3,3,4,60,5,4,7,7,4,2,0,1,1,10/10/2014,ANK,67,II-SR,20,6,C,Friday,5,8/25/2014,11/25/2014,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,Plastic,49.00000643,2,30,3,8,7,6,4,5,31,36,35,26,18,19,20,12,32,10,11,27,33,37,29,34,0,28,24,21,23,22,15,14,1,10/10/2014,11:45,10,10,14,61,71,61,71,0,25,0.5,0.5,Pass,6,7,3.5,4,3.5,3.066666667,5,3.833333333,4,4,3,3.5,LowPower,Credentials,Female,WorstGrade,0,0,1,1,0,2,-,CommunalMale,Communal,MaleTarget,2.2,0.650793651,1,1
AshlandUniversity,55,999,7476448,19,357,330,354,351,348,345,342,339,336,333,5,7,7,7,5,2,7,1,6,2,8,7,7,9,8,6,2,2,2,1,3,3,3,2,4,3,3,4,2,4,3,4,2,5,1,5,Exercise Science,0,-1,1,2,1,3,3,2,2,4,3,3,4,1,5,4,5,1,1,3,2,5,6,6,2,3,3,3,74,4,2,6,6,6,2,9,1,1,10/10/2014,ANK,67,SR-II,10,7,A,Friday,5,8/25/2014,11/25/2014,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,Plastic,239.9999939,7,27,19,21,22,20,24,23,30,36,35,26,13,14,15,6,34,4,5,32,33,37,29,28,0,31,11,8,10,9,18,17,1,10/10/2014,12:19,10,10,14,61,71,61,71,0,25,0.5,0.5,Pass,5.5,7,5.5,4,4.5,2.866666667,5,2.666666667,4,5,6,2.75,HighPower,NoCredentials,Male,BestGrade,0,1,1,0,0,2,-,AgenticFemale,Agentic,FemaleTarget,7.8,-0.515873016,-1,0
AshlandUniversity,56,1007,7476582,18,357,330,354,351,348,345,342,339,336,333,5,5,7,6,5,6,7,2,3,5,4,5,3,3,4,6,1,2,2,1,3,2,3,3,4,2,4,4,4,3,3,4,2,14,2,15,Education,0,1,1,1,1,2,3,4,2,4,2,2,2,1,4,4,4,1,1,2,2,15,5,5,3,3,3,4,68,3,4,7,7,4,2,12,1,1,10/10/2014,ANK,68,SR-II,20,7,A,Friday,5,8/25/2014,11/25/2014,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,Plastic,72.99999946,16,31,20,25,24,21,22,23,33,36,35,7,13,14,15,26,34,18,19,29,28,37,30,27,0,32,5,2,4,3,11,10,1,10/10/2014,13:38,10,10,14,61,71,61,71,0,25,0.5,0.5,Pass,4,6.5,3.5,5,5.5,2.8,5.5,3,4,4,5,3.25,LowPower,Credentials,Female,WorstGrade,0,0,1,0,0,1,-,AgenticMale,Agentic,MaleTarget,3.8,-0.182539683,-1,0
AshlandUniversity,57,1026,7480987,19,357,330,354,351,348,345,342,339,336,333,5,3,7,2,6,6,6,1,5,2,7,4,7,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,x,1,x,undecided,0,-1,1,1,1,3,3,2,3,4,3,4,3,1,x,3,3,1,1,4,1,x,5,5,2,4,2,5,50,3,3,6,6,4,1,x,1,1,10/13/2014,ANK,70,II-SR,10,6,B,Friday,4,8/25/2014,11/25/2014,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,Plastic,90.00000281,26,28,3,5,7,8,6,4,31,36,35,14,16,17,18,2,33,20,21,30,32,37,34,27,0,29,25,22,24,23,12,11,1,10/13/2014,11:52,10,13,14,61,74,61,74,0,25,0.532608696,0.532608696,Pass,6,7,3.5,5.5,2.5,2.133333333,5,2.833333333,3,3,5,3.25,LowPower,NoCredentials,Male,BestGrade,1,1,1,1,1,5,+,CommunalFemale,Communal,FemaleTarget,6,-0.349206349,-1,1
AshlandUniversity,58,2944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/13/2014,ANK,72,II-SR,20,6,B,Monday,5,8/25/2014,11/25/2014,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,Plastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,74,0,25,,0.532608696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
AshlandUniversity,59,2919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/13/2014,ANK,73,SR-II,10,6,C,Friday,5,8/25/2014,11/25/2014,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,Plastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,74,0,25,,0.532608696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
